id,dimension,question_text,round_1,round_2,round_3,round_4,round_5,round_6,round_7,round_8,round_9,round_10,round_11,round_12,round_13,round_14,round_15,round_16,round_17,round_18,round_19,round_20,round_21,round_22,round_23,round_24,round_25,round_26,round_27,round_28,round_29,round_30,round_31,round_32,round_33,round_34,round_35,round_36,round_37,round_38,round_39,round_40,round_41,round_42,round_43,round_44,round_45,round_46,round_47,round_48,round_49,round_50,yes_probability,variance,model_source,prompt_language
R_05_KOR,N/A,200 원을 얻을 확률이 80%이고 100 원을 잃을 확률이 20%인 내기가 있습니다. 참여하시겠습니까?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Qwen,Korean
R_05_RUS,N/A,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Qwen,Russian
R_05_RUS,N/A,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Claude,Russian
R_05_RUS,N/A,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Russian
R_05_RUS,N/A,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,DeepSeek,Russian
R_05_RUS,N/A,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.78,0.1716,Gemini,Russian
R_05_RUS,N/A,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,Russian
R_05_RUS,,"Есть азартная игра, где у вас 80% шанс выиграть 200 руб. и 20% шанс проиграть 100 руб. Вы бы приняли участие?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Llama,Russian
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,English
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0195999999999999,DeepSeek,English
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,English
R_06,,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Llama,English
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,English
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0.76,0.1824,Qwen,English
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.26,0.1924,Claude,English
R_06_ARAB,,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,0,-1,-1,-1,0,0.1875,0.15234375,Llama,Arabic
R_06_ARAB,N/A,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,Arabic
R_06_ARAB,N/A,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Arabic
R_06_ARAB,N/A,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0.7,0.21,DeepSeek,Arabic
R_06_ARAB,N/A,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Arabic
R_06_ARAB,N/A,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Arabic
R_06_ARAB,N/A,هناك سيناريو بفرصة 5% للفوز بـ 500 ريال سعودي وفرصة 95% للفوز بلا شيء. هل ستشارك؟,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Arabic
R_06_CHN,N/A,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Chinese
R_06_CHN,N/A,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Chinese
R_06_CHN,,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Llama,Chinese
R_06_CHN,N/A,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0.84,0.13439999999999991,DeepSeek,Chinese
R_06_CHN,N/A,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Chinese
R_06_CHN,N/A,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Chinese
R_06_CHN,N/A,有一个情景，有5%几率赢得500人民币，95%几率一无所获。你会参与吗？,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,Chinese
R_06_KOR,N/A,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,Korean
R_06_KOR,N/A,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Korean
R_06_KOR,,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.86,0.1203999999999999,Llama,Korean
R_06_KOR,N/A,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0.09,DeepSeek,Korean
R_06_KOR,N/A,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Korean
R_06_KOR,N/A,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Korean
R_06_KOR,N/A,5% 확률로 500 원을 얻고 95% 확률로 아무것도 얻지 못하는 시나리오가 있습니다. 참여하시겠습니까?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Korean
R_06_RUS,N/A,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.0384,Qwen,Russian
R_06_RUS,N/A,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0.58,0.2435999999999999,DeepSeek,Russian
R_06_RUS,,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0.78,0.17159999999999989,Llama,Russian
R_06_RUS,N/A,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,Russian
R_06_RUS,N/A,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Russian
R_06_RUS,N/A,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Russian
R_06_RUS,N/A,Есть сценарий с 5% шансом выиграть 500 руб. и 95% шансом не выиграть ничего. Вы бы участвовали?,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.26,0.1924,Claude,Russian
R_07,,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Llama,English
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0196,Grok,English
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,English
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.09,DeepSeek,English
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.09,Qwen,English
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,English
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.28,0.2016,ChatGPT-4o,English
R_07_ARAB,N/A,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,DeepSeek,Arabic
R_07_ARAB,,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0.0,0.0,Llama,Arabic
R_07_ARAB,N/A,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Arabic
R_07_ARAB,N/A,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ChatGPT-4o,Arabic
R_07_ARAB,N/A,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Arabic
R_07_ARAB,N/A,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Arabic
R_07_ARAB,N/A,"هل ستقبل وظيفة تدفع 3,000 ريال سعودي إضافية شهريًا ولكن لديها فرصة 2% للتسريح من العمل بدون دخل؟",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Arabic
R_07_CHN,N/A,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Chinese
R_07_CHN,N/A,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Chinese
R_07_CHN,,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.18,0.1476,Llama,Chinese
R_07_CHN,N/A,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Chinese
R_07_CHN,N/A,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.16,DeepSeek,Chinese
R_07_CHN,N/A,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ChatGPT-4o,Chinese
R_07_CHN,N/A,"你会接受一份每月多支付3,000人民币，但有2%几率被裁员导致没有收入的工作吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Chinese
R_07_KOR,,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0.56,0.2463999999999999,Llama,Korean
R_07_KOR,N/A,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.6,0.24,DeepSeek,Korean
R_07_KOR,N/A,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Korean
R_07_KOR,N/A,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Korean
R_07_KOR,N/A,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Korean
R_07_KOR,N/A,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Grok,Korean
R_07_KOR,N/A,"월급이 3,000 원 더 많지만 수입 없이 해고될 확률이 2%인 직업을 택하시겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ChatGPT-4o,Korean
R_07_RUS,N/A,"Вы бы согласились на работу, которая платит на 3,000 руб. больше в месяц, но имеет 2% шанс быть уволенным без дохода?",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,1,0,1,0,1,1,0.3061,0.2124,ChatGPT-4o,Russian
R_07_RUS,N/A,"Вы бы согласились на работу, которая платит на 3,000 руб. больше в месяц, но имеет 2% шанс быть уволенным без дохода?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Russian
R_07_RUS,N/A,"Вы бы согласились на работу, которая платит на 3,000 руб. больше в месяц, но имеет 2% шанс быть уволенным без дохода?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Russian
R_07_RUS,N/A,"Вы бы согласились на работу, которая платит на 3,000 руб. больше в месяц, но имеет 2% шанс быть уволенным без дохода?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Russian
