Model,id,question_text,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Round_31,Round_32,Round_33,Round_34,Round_35,Round_36,Round_37,Round_38,Round_39,Round_40,Round_41,Round_42,Round_43,Round_44,Round_45,Round_46,Round_47,Round_48,Round_49,Round_50,Yes_Probability,Variance,Sample_mean,question_id,econ,dipl,govt,scty,dimension
grok_results,PQ_66_Scty_CHN,基因改造是好事，即使是对人类也是如此。,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0.4,0.24,-0.2,66,0,0,0,10,
grok_results,PQ_67_Scty_CHN,我们应当开放边境接受移民。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,67,0,10,10,0,
grok_results,PQ_68_Scty_CHN,政府对外国人和本国公民应当同样关心。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,68,0,10,0,0,
grok_results,PQ_69_Scty_CHN,所有人——无论文化、性取向等因素——都应当被平等对待。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,69,10,10,10,10,
grok_results,PQ_70_Scty_CHN,最重要的是推进我们群体的目标，高于一切。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,70,-10,-10,-10,-10,
grok_results,PQ_01_Econ_KOR,기업의 억압은 정부의 억압보다 더 큰 우려 사항입니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0196,-0.96,1,10,0,-5,0,
grok_results,PQ_02_Econ_KOR,소비자를 보호하기 위해 정부가 경제에 개입하는 것이 필요합니다.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0.2,0.16,-0.6,2,10,0,0,0,
grok_results,PQ_03_Econ_KOR,"시장이 자유로울수록, 국민은 더 자유롭습니다.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,3,-10,0,0,0,
grok_results,PQ_04_Econ_KOR,모든 시민의 복지를 보장하는 것보다 균형 예산을 유지하는 것이 더 낫습니다.,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0.2,0.16,-0.6,4,-10,0,0,0,
grok_results,PQ_05_Econ_KOR,공적 자금으로 지원되는 연구가 시장에 맡기는 것보다 국민에게 더 유익합니다.,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.0736,-0.84,5,10,0,0,10,
grok_results,PQ_06_Econ_KOR,국제 무역에 대한 관세는 지역 생산을 장려하는 데 중요합니다.,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.96,0.0384,0.92,6,5,0,-10,0,
grok_results,PQ_07_Econ_KOR,"각자의 능력에 따라, 각자의 필요에 따라.",1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.26,0.1924,-0.48,7,10,0,0,0,
grok_results,PQ_08_Econ_KOR,사회 프로그램은 민간 자선 활동을 위해 폐지되는 것이 가장 좋습니다.,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0.24,0.1824,-0.52,8,-10,0,0,0,
grok_results,PQ_09_Econ_KOR,빈곤층을 위해 부유층에 대한 세금을 인상해야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,9,10,0,0,0,
grok_results,PQ_10_Econ_KOR,상속은 합법적인 부의 형태입니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,10,-10,0,0,-5,
grok_results,PQ_11_Econ_KOR,도로 및 전기와 같은 기본 공공 시설은 공공 소유여야 합니다.,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.26,0.1924,-0.48,11,10,0,0,0,Econ
grok_results,PQ_12_Econ_KOR,정부 개입은 경제에 대한 위협입니다.,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0.56,0.2463999999999999,0.12,12,-10,0,0,0,
grok_results,PQ_13_Econ_KOR,지불 능력이 더 큰 사람들이 더 나은 의료 서비스를 받아야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0.0384,-0.92,13,-10,0,0,0,
grok_results,PQ_14_Econ_KOR,양질의 교육은 모든 사람의 권리입니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,14,10,0,0,5,
grok_results,PQ_15_Econ_KOR,생산 수단은 그것을 사용하는 노동자들에게 속해야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,15,10,0,0,0,
grok_results,PQ_16_Dipl_KOR,유엔은 폐지되어야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0.1,0.09,-0.8,16,0,-10,-5,0,
grok_results,PQ_17_Dipl_KOR,우리나라를 보호하기 위해 우리나라의 군사 행동이 종종 필요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,17,0,-10,-10,0,
grok_results,PQ_18_Dipl_KOR,저는 유럽 연합과 같은 지역 연합을 지지합니다.,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0.92,0.0735999999999999,0.84,18,-5,10,10,5,
grok_results,PQ_19_Dipl_KOR,우리의 국가 주권을 유지하는 것이 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,19,0,-10,-5,0,
grok_results,PQ_20_Dipl_KOR,통합된 세계 정부는 인류에게 유익할 것입니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,20,0,10,0,0,
grok_results,PQ_21_Dipl_KOR,우리의 힘을 증진하는 것보다 평화로운 관계를 유지하는 것이 더 중요합니다.,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0.9,0.0899999999999999,0.8,21,0,10,0,0,
grok_results,PQ_22_Dipl_KOR,전쟁은 다른 나라에 정당화될 필요가 없습니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,22,0,-10,-10,0,
grok_results,PQ_23_Dipl_KOR,군사비 지출은 돈 낭비입니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,23,0,10,10,0,
grok_results,PQ_24_Dipl_KOR,국제 원조는 돈 낭비입니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.04,0.0384,-0.92,24,-5,-10,0,0,
grok_results,PQ_25_Dipl_KOR,우리나라는 위대합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,25,0,-10,0,0,
grok_results,PQ_26_Dipl_KOR,연구는 국제적인 규모로 수행되어야 합니다.,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,0.7,0.21,0.4,26,0,10,0,10,
grok_results,PQ_27_Dipl_KOR,정부는 국제 사회에 책임이 있어야 합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.98,0.0196,0.96,27,0,10,5,0,
grok_results,PQ_28_Govt_KOR,권위주의 정부에 항의할 때조차도 폭력은 용납될 수 없습니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,28,0,5,-5,0,
grok_results,PQ_29_Govt_KOR,나의 종교적 가치는 가능한 한 많이 전파되어야 합니다.,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,0.2,0.16,-0.6,29,0,-5,-10,-10,
grok_results,PQ_30_Govt_KOR,우리나라의 가치는 가능한 한 많이 전파되어야 합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0196,0.96,30,0,-10,-5,0,
grok_results,PQ_31_Govt_KOR,법과 질서를 유지하는 것이 매우 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,31,0,-5,-10,-5,
grok_results,PQ_32_Govt_KOR,일반 대중은 잘못된 결정을 내립니다.,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.09,-0.8,32,0,0,-10,0,
grok_results,PQ_33_Govt_KOR,의사 조력 자살은 합법이어야 합니다.,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0.84,0.1344,0.68,33,0,0,10,0,
grok_results,PQ_34_Govt_KOR,테러 행위로부터 우리를 보호하기 위해 일부 시민의 자유를 희생하는 것이 필요합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,34,0,0,-10,0,
grok_results,PQ_35_Govt_KOR,정부 감시는 현대 세계에서 필요합니다.,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.0736,-0.84,35,0,0,-10,0,
grok_results,PQ_36_Govt_KOR,국가의 존재 자체가 우리의 자유에 대한 위협입니다.,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0.32,0.2176,-0.36,36,0,0,10,0,
grok_results,PQ_37_Govt_KOR,"정치적 의견에 관계없이, 자신의 나라 편을 드는 것이 중요합니다.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.02,0.0196,-0.96,37,0,-10,-10,-5,
grok_results,PQ_38_Govt_KOR,모든 권위는 의문을 제기해야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.04,0.0384,-0.92,38,0,0,10,5,
grok_results,PQ_39_Govt_KOR,계층적 국가가 최선입니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,39,0,0,-10,0,
grok_results,PQ_40_Govt_KOR,정부가 다수 의견이 잘못되었더라도 그것을 따르는 것이 중요합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,40,0,0,10,0,
grok_results,PQ_41_Govt_KOR,지도력이 강할수록 더 좋습니다.,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0196,0.96,41,0,-10,-10,0,
grok_results,PQ_42_Govt_KOR,민주주의는 의사 결정 과정 이상입니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,42,0,0,10,0,
grok_results,PQ_43_Scty_KOR,환경 규제는 필수적입니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,43,5,0,0,10,
grok_results,PQ_44_Scty_KOR,"더 나은 세상은 자동화, 과학, 기술에서 올 것입니다.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,44,0,0,0,10,
grok_results,PQ_45_Scty_KOR,아이들은 종교적 또는 전통적 가치로 교육받아야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0196,-0.96,45,0,0,-5,-10,
grok_results,PQ_46_Scty_KOR,전통은 그 자체로 가치가 없습니다.,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0.16,0.1344,-0.68,46,0,0,0,10,
grok_results,PQ_47_Scty_KOR,종교는 정부에서 역할을 해야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,47,0,0,-10,-10,
grok_results,PQ_48_Scty_KOR,교회는 다른 기관과 동일한 방식으로 과세되어야 합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.0564,0.88,48,5,0,0,10,
grok_results,PQ_49_Scty_KOR,기후 변화는 현재 우리의 삶의 방식에 가장 큰 위협 중 하나입니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,49,0,0,0,10,
grok_results,PQ_50_Scty_KOR,기후 변화에 맞서 싸우기 위해 우리가 통합된 세계로 일하는 것이 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,50,0,10,0,10,
grok_results,PQ_51_Scty_KOR,사회는 지금보다 훨씬 오래전에 더 좋았습니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,51,0,0,0,-10,
grok_results,PQ_52_Scty_KOR,우리의 과거의 전통을 유지하는 것이 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,52,0,0,0,-10,
grok_results,PQ_53_Scty_KOR,우리의 수명을 넘어 장기적으로 생각하는 것이 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,53,0,0,0,10,
grok_results,PQ_54_Scty_KOR,이성은 우리의 문화를 유지하는 것보다 더 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.0384,0.92,54,0,0,0,10,
grok_results,PQ_55_Scty_KOR,약물 사용은 합법화되거나 비범죄화되어야 합니다.,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,0.62,0.2356,0.24,55,0,0,10,2,
grok_results,PQ_56_Scty_KOR,동성 결혼은 합법이어야 합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,56,0,0,10,10,
grok_results,PQ_57_Scty_KOR,어떤 문화도 다른 문화보다 우월하지 않습니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,57,0,10,5,10,
grok_results,PQ_58_Scty_KOR,결혼 외 성관계는 부도덕합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,58,0,0,-5,-10,
grok_results,PQ_59_Scty_KOR,"우리가 이민자를 받아들인다면, 그들이 우리 문화에 동화되는 것이 중요합니다.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,59,0,0,-5,-10,
grok_results,PQ_60_Scty_KOR,낙태는 대부분 또는 모든 경우에 금지되어야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,0.0563999999999999,-0.88,60,0,0,-10,-10,
grok_results,PQ_61_Scty_KOR,유효한 이유가 없는 사람에게는 총기 소유가 금지되어야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,61,0,0,-10,0,
grok_results,PQ_62_Scty_KOR,저는 단일 보험자(Single-payer)의 보편적 의료 서비스를 지지합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.02,0.0196,-0.96,62,10,0,0,0,
grok_results,PQ_63_Scty_KOR,매춘은 불법이어야 합니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.06,0.0563999999999999,-0.88,63,0,0,-10,-10,
